id,kk_id,nik,nama_lengkap,tempat_lahir,tgl_lahir,jenis_kelamin,gol_darah,agama,status_kawin,shdk,pendidikan,pekerjaan,nama_ayah,nama_ibu,status_dasar,catatan
penduduk-373,kk-71,32010125340373,Maya Indrawati,Bogor,2006-06-03,PEREMPUAN,O,KATOLIK,CERAI HIDUP,ORANG TUA,S2,PNS,Ayah Maya,Ibu Maya,MATI,
penduduk-374,kk-72,32010157290374,Indra Hidayat,Bogor,1947-10-23,LAKI-LAKI,O,BUDDHA,KAWIN,KEPALA KELUARGA,SMP / SEDERAJAT,Dokter,,,HIDUP,
penduduk-375,kk-72,32010189030375,Joko Prasetyo,Bogor,2008-12-13,PEREMPUAN,B,ISLAM,BELUM KAWIN,MENANTU,S2,Karyawan Swasta,Ayah Joko,Ibu Joko,HIDUP,
penduduk-376,kk-72,32010179680376,Omar Wijaya,Bogor,2018-02-05,PEREMPUAN,B,HINDU,CERAI HIDUP,KEPALA KELUARGA,D1 / D2 / D3,Karyawan Swasta,Ayah Omar,Ibu Omar,HIDUP,
penduduk-377,kk-73,32010107150377,Siti Santoso,Bogor,2004-11-05,LAKI-LAKI,O,BUDDHA,KAWIN,KEPALA KELUARGA,SMP / SEDERAJAT,Pelajar/Mahasiswa,,,HIDUP,
penduduk-378,kk-73,32010174040378,Eko Sari,Bogor,1989-08-27,PEREMPUAN,B,HINDU,CERAI HIDUP,KEPALA KELUARGA,S2,Karyawan Swasta,Ayah Eko,Ibu Eko,MATI,
penduduk-379,kk-73,32010124090379,Omar Santoso,Bogor,1985-12-04,LAKI-LAKI,AB,ISLAM,CERAI HIDUP,CUCU,SD / SEDERAJAT,Wiraswasta,Ayah Omar,Ibu Omar,PINDAH,
penduduk-380,kk-74,32010189840380,Indra Sari,Bogor,1950-12-05,LAKI-LAKI,O,BUDDHA,KAWIN,KEPALA KELUARGA,D4 / S1,Dokter,,,HIDUP,
penduduk-381,kk-74,32010113130381,Hani Sari,Bogor,1968-01-17,LAKI-LAKI,-,KRISTEN,KAWIN,MERTUA,TIDAK / BELUM SEKOLAH,PNS,Ayah Hani,Ibu Hani,HIDUP,
penduduk-382,kk-74,32010128920382,Lukman Prasetyo,Bogor,1985-01-27,LAKI-LAKI,-,HINDU,CERAI HIDUP,FAMILI LAIN,D1 / D2 / D3,Karyawan Swasta,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-383,kk-74,32010124110383,Rudi Lestari,Bogor,2007-10-01,PEREMPUAN,AB,ISLAM,CERAI HIDUP,SUAMI,SMA / SEDERAJAT,Dokter,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-384,kk-75,32010159540384,Fitri Sari,Bogor,1973-07-05,LAKI-LAKI,-,KATOLIK,KAWIN,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,Buruh,,,HIDUP,
penduduk-385,kk-75,32010158980385,Kartika Sari,Bogor,1989-08-04,PEREMPUAN,A,BUDDHA,CERAI HIDUP,MENANTU,S3,PNS,Ayah Kartika,Ibu Kartika,HIDUP,
penduduk-386,kk-75,32010120670386,Budi Hidayat,Bogor,1977-04-27,PEREMPUAN,A,BUDDHA,KAWIN,FAMILI LAIN,D1 / D2 / D3,Petani,Ayah Budi,Ibu Budi,HIDUP,
penduduk-387,kk-75,32010139960387,Putri Wijaya,Bogor,1969-05-26,PEREMPUAN,O,BUDDHA,CERAI MATI,FAMILI LAIN,S2,Karyawan Swasta,Ayah Putri,Ibu Putri,HIDUP,
penduduk-388,kk-75,32010104010388,Budi Sari,Bogor,1988-07-17,LAKI-LAKI,B,KATOLIK,CERAI HIDUP,ORANG TUA,SMP / SEDERAJAT,Dokter,Ayah Budi,Ibu Budi,HIDUP,
penduduk-389,kk-75,32010197030389,Putri Saputra,Bogor,2017-03-16,LAKI-LAKI,B,KATOLIK,CERAI HIDUP,ISTRI,SMA / SEDERAJAT,Buruh,Ayah Putri,Ibu Putri,HIDUP,
penduduk-390,kk-76,32010192960390,Nur Saputra,Bogor,2004-12-13,LAKI-LAKI,-,KONGHUCU,KAWIN,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,Dokter,,,HIDUP,
penduduk-391,kk-76,32010189530391,Lukman Sari,Bogor,1962-02-16,PEREMPUAN,B,BUDDHA,KAWIN,ORANG TUA,S2,Dokter,Ayah Lukman,Ibu Lukman,MATI,
penduduk-392,kk-76,32010197240392,Maya Prasetyo,Bogor,1960-04-27,PEREMPUAN,AB,ISLAM,CERAI HIDUP,FAMILI LAIN,SMP / SEDERAJAT,Tidak Bekerja,Ayah Maya,Ibu Maya,PINDAH,
penduduk-393,kk-76,32010125490393,Sari Sari,Bogor,1946-04-08,LAKI-LAKI,-,HINDU,KAWIN,ANAK,SMP / SEDERAJAT,Karyawan Swasta,Ayah Sari,Ibu Sari,PINDAH,
penduduk-394,kk-77,32010189280394,Tono Sari,Bogor,2007-04-03,LAKI-LAKI,A,ISLAM,KAWIN,KEPALA KELUARGA,SMA / SEDERAJAT,Buruh,,,HIDUP,
penduduk-395,kk-77,32010174950395,Kartika Sari,Bogor,1988-08-02,PEREMPUAN,AB,KONGHUCU,CERAI HIDUP,ORANG TUA,TIDAK / BELUM SEKOLAH,Dokter,Ayah Kartika,Ibu Kartika,HIDUP,
penduduk-396,kk-77,32010139400396,Tono Sari,Bogor,1981-09-13,PEREMPUAN,B,KATOLIK,CERAI HIDUP,ORANG TUA,BELUM TAMAT SD,Guru,Ayah Tono,Ibu Tono,HIDUP,
penduduk-397,kk-77,32010197550397,Ahmad Hidayati,Bogor,1995-06-12,LAKI-LAKI,A,HINDU,KAWIN,ORANG TUA,SMP / SEDERAJAT,Buruh,Ayah Ahmad,Ibu Ahmad,MATI,
penduduk-398,kk-78,32010169520398,Kartika Sari,Bogor,2024-11-18,LAKI-LAKI,O,KATOLIK,KAWIN,KEPALA KELUARGA,BELUM TAMAT SD,Buruh,,,PINDAH,
penduduk-399,kk-78,32010168400399,Gunawan Rahayu,Bogor,2022-01-08,PEREMPUAN,O,KATOLIK,KAWIN,MENANTU,SMP / SEDERAJAT,PNS,Ayah Gunawan,Ibu Gunawan,HIDUP,
penduduk-400,kk-78,32010188790400,Maya Sari,Bogor,1982-11-14,PEREMPUAN,-,BUDDHA,KAWIN,ORANG TUA,S3,Buruh,Ayah Maya,Ibu Maya,HIDUP,
penduduk-401,kk-79,32010151090401,Gunawan Saputra,Bogor,2017-03-13,LAKI-LAKI,-,BUDDHA,KAWIN,KEPALA KELUARGA,D1 / D2 / D3,Pelajar/Mahasiswa,,,HIDUP,
penduduk-402,kk-79,32010101290402,Umi Hidayati,Bogor,2018-10-17,PEREMPUAN,AB,HINDU,BELUM KAWIN,MENANTU,S2,Buruh,Ayah Umi,Ibu Umi,HIDUP,
penduduk-403,kk-79,32010143730403,Hani Hidayat,Bogor,2024-03-02,LAKI-LAKI,O,HINDU,KAWIN,ANAK,SMA / SEDERAJAT,Pelajar/Mahasiswa,Ayah Hani,Ibu Hani,HIDUP,
penduduk-404,kk-79,32010128730404,Nur Sari,Bogor,1997-07-14,LAKI-LAKI,B,KONGHUCU,KAWIN,ANAK,D4 / S1,Buruh,Ayah Nur,Ibu Nur,PINDAH,
penduduk-405,kk-79,32010197770405,Siti Prasetyo,Bogor,1960-04-17,PEREMPUAN,O,KONGHUCU,CERAI HIDUP,ORANG TUA,S2,PNS,Ayah Siti,Ibu Siti,HIDUP,
penduduk-406,kk-79,32010148910406,Budi Indrawati,Bogor,1981-01-28,LAKI-LAKI,O,HINDU,BELUM KAWIN,MENANTU,D4 / S1,Perawat,Ayah Budi,Ibu Budi,PINDAH,
penduduk-407,kk-79,32010145070407,Siti Sari,Bogor,2009-03-11,PEREMPUAN,B,ISLAM,CERAI MATI,SUAMI,SD / SEDERAJAT,Wiraswasta,Ayah Siti,Ibu Siti,PINDAH,
penduduk-408,kk-80,32010115820408,Ahmad Sari,Bogor,1953-10-17,LAKI-LAKI,A,HINDU,KAWIN,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,Buruh,,,HIDUP,
penduduk-409,kk-80,32010147010409,Gunawan Hidayat,Bogor,2005-08-06,PEREMPUAN,O,BUDDHA,CERAI HIDUP,CUCU,TIDAK / BELUM SEKOLAH,Dokter,Ayah Gunawan,Ibu Gunawan,HIDUP,
penduduk-410,kk-80,32010190620410,Ahmad Prasetyo,Bogor,1975-04-11,LAKI-LAKI,-,ISLAM,KAWIN,MENANTU,BELUM TAMAT SD,Wiraswasta,Ayah Ahmad,Ibu Ahmad,HIDUP,
penduduk-411,kk-80,32010168950411,Budi Lestari,Bogor,2022-10-12,PEREMPUAN,B,ISLAM,CERAI HIDUP,ANAK,S2,Tidak Bekerja,Ayah Budi,Ibu Budi,HIDUP,
penduduk-412,kk-81,32010184500412,Budi Sari,Bogor,1957-09-19,LAKI-LAKI,A,ISLAM,KAWIN,KEPALA KELUARGA,BELUM TAMAT SD,Guru,,,MATI,
penduduk-413,kk-81,32010102540413,Lukman Sari,Bogor,1963-07-09,LAKI-LAKI,AB,ISLAM,BELUM KAWIN,KEPALA KELUARGA,D4 / S1,Tidak Bekerja,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-414,kk-81,32010165910414,Tono Purnomo,Bogor,2013-01-12,LAKI-LAKI,B,HINDU,KAWIN,SUAMI,S2,Buruh,Ayah Tono,Ibu Tono,MATI,
penduduk-415,kk-81,32010108160415,Maya Sari,Bogor,2018-12-08,LAKI-LAKI,A,ISLAM,KAWIN,MERTUA,D4 / S1,Guru,Ayah Maya,Ibu Maya,HIDUP,
penduduk-416,kk-81,32010195670416,Fitri Setiawan,Bogor,1946-02-10,PEREMPUAN,O,ISLAM,KAWIN,ANAK,SMA / SEDERAJAT,PNS,Ayah Fitri,Ibu Fitri,MATI,
penduduk-417,kk-81,32010164750417,Nur Rahayu,Bogor,2007-05-08,PEREMPUAN,AB,HINDU,BELUM KAWIN,ISTRI,BELUM TAMAT SD,Pedagang,Ayah Nur,Ibu Nur,HIDUP,
penduduk-418,kk-82,32010144950418,Umi Setiawan,Bogor,1973-03-27,LAKI-LAKI,-,KRISTEN,KAWIN,KEPALA KELUARGA,BELUM TAMAT SD,Pelajar/Mahasiswa,,,HIDUP,
penduduk-419,kk-82,32010117560419,Putri Hidayat,Bogor,1971-01-02,PEREMPUAN,-,HINDU,BELUM KAWIN,MENANTU,S2,PNS,Ayah Putri,Ibu Putri,HIDUP,
penduduk-420,kk-82,32010186750420,Joko Lestari,Bogor,2004-10-08,LAKI-LAKI,A,KONGHUCU,KAWIN,ANAK,S2,PNS,Ayah Joko,Ibu Joko,HIDUP,
penduduk-421,kk-82,32010108570421,Sari Wibowo,Bogor,2024-12-22,PEREMPUAN,B,KATOLIK,KAWIN,ORANG TUA,S2,Pelajar/Mahasiswa,Ayah Sari,Ibu Sari,MATI,
penduduk-422,kk-83,32010168720422,Omar Kurniawan,Bogor,2006-10-08,LAKI-LAKI,O,KATOLIK,KAWIN,KEPALA KELUARGA,D1 / D2 / D3,Guru,,,HIDUP,
penduduk-423,kk-83,32010124410423,Hani Saputra,Bogor,1997-04-18,LAKI-LAKI,AB,KATOLIK,CERAI HIDUP,ANAK,SD / SEDERAJAT,Pelajar/Mahasiswa,Ayah Hani,Ibu Hani,HIDUP,
penduduk-424,kk-83,32010125580424,Omar Sari,Bogor,1964-09-26,PEREMPUAN,-,HINDU,CERAI MATI,SUAMI,TIDAK / BELUM SEKOLAH,Buruh,Ayah Omar,Ibu Omar,HIDUP,
penduduk-425,kk-83,32010136540425,Omar Hidayati,Bogor,2001-10-08,LAKI-LAKI,AB,KRISTEN,CERAI HIDUP,KEPALA KELUARGA,D1 / D2 / D3,Dokter,Ayah Omar,Ibu Omar,MATI,
penduduk-426,kk-84,32010178640426,Putri Hidayat,Bogor,1985-01-24,LAKI-LAKI,O,BUDDHA,KAWIN,KEPALA KELUARGA,SMP / SEDERAJAT,Guru,,,HIDUP,
penduduk-427,kk-84,32010160090427,Ahmad Sari,Bogor,1988-01-04,LAKI-LAKI,B,KONGHUCU,CERAI MATI,ANAK,D4 / S1,Pedagang,Ayah Ahmad,Ibu Ahmad,PINDAH,
penduduk-428,kk-84,32010167350428,Ahmad Rahayu,Bogor,1981-08-15,PEREMPUAN,B,ISLAM,BELUM KAWIN,KEPALA KELUARGA,D4 / S1,PNS,Ayah Ahmad,Ibu Ahmad,HIDUP,
penduduk-429,kk-84,32010152090429,Maya Kurniawan,Bogor,1970-08-14,PEREMPUAN,O,ISLAM,CERAI MATI,CUCU,D4 / S1,PNS,Ayah Maya,Ibu Maya,HIDUP,
penduduk-430,kk-84,32010117440430,Fitri Sari,Bogor,1980-10-26,LAKI-LAKI,AB,HINDU,BELUM KAWIN,ISTRI,S3,Wiraswasta,Ayah Fitri,Ibu Fitri,HIDUP,
penduduk-431,kk-84,32010137030431,Joko Sari,Bogor,2000-04-26,LAKI-LAKI,AB,BUDDHA,KAWIN,MENANTU,SMA / SEDERAJAT,Tidak Bekerja,Ayah Joko,Ibu Joko,HIDUP,
penduduk-432,kk-84,32010192790432,Putri Santoso,Bogor,1969-09-26,PEREMPUAN,AB,HINDU,CERAI HIDUP,SUAMI,SD / SEDERAJAT,PNS,Ayah Putri,Ibu Putri,HIDUP,
penduduk-433,kk-85,32010121440433,Fitri Setiawan,Bogor,2008-09-26,LAKI-LAKI,-,KRISTEN,KAWIN,KEPALA KELUARGA,S3,Wiraswasta,,,HIDUP,
penduduk-434,kk-85,32010111160434,Eko Sari,Bogor,1960-07-18,PEREMPUAN,A,KRISTEN,BELUM KAWIN,FAMILI LAIN,SMP / SEDERAJAT,PNS,Ayah Eko,Ibu Eko,HIDUP,
penduduk-435,kk-85,32010192290435,Umi Saputra,Bogor,1984-09-06,PEREMPUAN,B,KRISTEN,BELUM KAWIN,ISTRI,SMA / SEDERAJAT,Petani,Ayah Umi,Ibu Umi,MATI,
penduduk-436,kk-85,32010139770436,Siti Hidayat,Bogor,1999-08-07,PEREMPUAN,O,HINDU,CERAI HIDUP,MERTUA,SMP / SEDERAJAT,Perawat,Ayah Siti,Ibu Siti,HIDUP,
penduduk-437,kk-85,32010179850437,Putri Kurniawan,Bogor,1963-03-18,PEREMPUAN,AB,KRISTEN,CERAI MATI,MENANTU,D4 / S1,Pedagang,Ayah Putri,Ibu Putri,HIDUP,
penduduk-438,kk-85,32010178270438,Omar Sari,Bogor,1948-10-03,LAKI-LAKI,-,KATOLIK,CERAI HIDUP,ISTRI,D4 / S1,Karyawan Swasta,Ayah Omar,Ibu Omar,HIDUP,
penduduk-439,kk-85,32010125790439,Omar Sari,Bogor,2014-09-26,PEREMPUAN,A,BUDDHA,CERAI HIDUP,FAMILI LAIN,SD / SEDERAJAT,Guru,Ayah Omar,Ibu Omar,HIDUP,
penduduk-440,kk-86,32010105720440,Budi Saputra,Bogor,1982-01-09,LAKI-LAKI,A,HINDU,KAWIN,KEPALA KELUARGA,SMA / SEDERAJAT,Perawat,,,HIDUP,
penduduk-441,kk-86,32010158290441,Budi Hidayati,Bogor,1976-07-17,LAKI-LAKI,A,BUDDHA,BELUM KAWIN,CUCU,SMP / SEDERAJAT,Buruh,Ayah Budi,Ibu Budi,PINDAH,
penduduk-442,kk-86,32010115100442,Lukman Sari,Bogor,1999-02-17,PEREMPUAN,B,BUDDHA,BELUM KAWIN,ISTRI,SMP / SEDERAJAT,Dokter,Ayah Lukman,Ibu Lukman,MATI,
penduduk-443,kk-86,32010147240443,Joko Santoso,Bogor,1984-04-18,PEREMPUAN,A,KRISTEN,KAWIN,SUAMI,S2,Perawat,Ayah Joko,Ibu Joko,HIDUP,
penduduk-444,kk-86,32010187700444,Hani Hidayat,Bogor,2002-11-18,PEREMPUAN,O,BUDDHA,KAWIN,FAMILI LAIN,D4 / S1,Perawat,Ayah Hani,Ibu Hani,HIDUP,
penduduk-445,kk-87,32010117400445,Omar Sari,Bogor,1982-11-21,LAKI-LAKI,AB,KATOLIK,KAWIN,KEPALA KELUARGA,D4 / S1,Karyawan Swasta,,,HIDUP,
penduduk-446,kk-87,32010173930446,Omar Santoso,Bogor,1978-10-13,LAKI-LAKI,O,KRISTEN,KAWIN,MERTUA,BELUM TAMAT SD,Tidak Bekerja,Ayah Omar,Ibu Omar,HIDUP,
penduduk-447,kk-87,32010121580447,Kartika Wijaya,Bogor,1955-10-12,PEREMPUAN,A,KRISTEN,BELUM KAWIN,FAMILI LAIN,SMP / SEDERAJAT,Pedagang,Ayah Kartika,Ibu Kartika,PINDAH,
penduduk-448,kk-87,32010101670448,Dewi Prasetyo,Bogor,1981-01-06,LAKI-LAKI,B,HINDU,CERAI HIDUP,ORANG TUA,TIDAK / BELUM SEKOLAH,Dokter,Ayah Dewi,Ibu Dewi,HIDUP,
penduduk-449,kk-87,32010174160449,Rudi Setiawan,Bogor,1993-07-26,PEREMPUAN,AB,KONGHUCU,CERAI MATI,ISTRI,S2,Guru,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-450,kk-87,32010169230450,Lukman Sari,Bogor,1952-01-02,PEREMPUAN,-,BUDDHA,BELUM KAWIN,SUAMI,D1 / D2 / D3,Perawat,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-451,kk-87,32010146110451,Putri Prasetyo,Bogor,1946-06-11,LAKI-LAKI,A,BUDDHA,BELUM KAWIN,CUCU,SMA / SEDERAJAT,Guru,Ayah Putri,Ibu Putri,HIDUP,
penduduk-452,kk-88,32010120800452,Sari Santoso,Bogor,1959-02-20,LAKI-LAKI,O,BUDDHA,KAWIN,KEPALA KELUARGA,D4 / S1,Pedagang,,,PINDAH,
penduduk-453,kk-88,32010185470453,Nur Rahayu,Bogor,2017-09-19,LAKI-LAKI,-,ISLAM,KAWIN,SUAMI,D4 / S1,Tidak Bekerja,Ayah Nur,Ibu Nur,HIDUP,
penduduk-454,kk-88,32010189030454,Ahmad Wulandari,Bogor,2011-06-12,PEREMPUAN,O,KONGHUCU,KAWIN,ORANG TUA,S3,Pedagang,Ayah Ahmad,Ibu Ahmad,MATI,
penduduk-455,kk-88,32010101740455,Omar Saputra,Bogor,2018-08-19,LAKI-LAKI,AB,KONGHUCU,BELUM KAWIN,FAMILI LAIN,SMA / SEDERAJAT,Buruh,Ayah Omar,Ibu Omar,HIDUP,
penduduk-456,kk-88,32010184030456,Budi Kurniawan,Bogor,1985-10-14,LAKI-LAKI,-,BUDDHA,CERAI MATI,KEPALA KELUARGA,D4 / S1,Pedagang,Ayah Budi,Ibu Budi,MATI,
penduduk-457,kk-88,32010112710457,Umi Sari,Bogor,2016-12-02,LAKI-LAKI,B,BUDDHA,BELUM KAWIN,MERTUA,D1 / D2 / D3,Pelajar/Mahasiswa,Ayah Umi,Ibu Umi,HIDUP,
penduduk-458,kk-89,32010123150458,Lukman Kurniawan,Bogor,1967-01-04,LAKI-LAKI,AB,KONGHUCU,KAWIN,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,Karyawan Swasta,,,MATI,
penduduk-459,kk-89,32010164690459,Kartika Sari,Bogor,1973-03-09,PEREMPUAN,-,KONGHUCU,CERAI HIDUP,ORANG TUA,D1 / D2 / D3,Buruh,Ayah Kartika,Ibu Kartika,HIDUP,
penduduk-460,kk-89,32010160950460,Kartika Lestari,Bogor,2008-12-20,PEREMPUAN,AB,KRISTEN,BELUM KAWIN,CUCU,SMP / SEDERAJAT,Tidak Bekerja,Ayah Kartika,Ibu Kartika,HIDUP,
penduduk-461,kk-89,32010170090461,Gunawan Hidayati,Bogor,1987-12-22,LAKI-LAKI,B,KRISTEN,KAWIN,MERTUA,BELUM TAMAT SD,Pelajar/Mahasiswa,Ayah Gunawan,Ibu Gunawan,HIDUP,
penduduk-462,kk-89,32010159460462,Rudi Sari,Bogor,1991-06-14,PEREMPUAN,A,KONGHUCU,CERAI HIDUP,MERTUA,S3,Karyawan Swasta,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-463,kk-90,32010143020463,Lukman Saputra,Bogor,2017-08-28,LAKI-LAKI,B,BUDDHA,KAWIN,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,Guru,,,HIDUP,
penduduk-464,kk-90,32010158350464,Lukman Sari,Bogor,1975-10-28,PEREMPUAN,-,BUDDHA,CERAI HIDUP,ORANG TUA,BELUM TAMAT SD,Petani,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-465,kk-90,32010118310465,Ahmad Hidayati,Bogor,1995-05-13,PEREMPUAN,O,KONGHUCU,KAWIN,CUCU,S2,Karyawan Swasta,Ayah Ahmad,Ibu Ahmad,HIDUP,
penduduk-466,kk-90,32010198740466,Tono Sari,Bogor,2004-11-08,LAKI-LAKI,-,KONGHUCU,CERAI HIDUP,MERTUA,S2,Guru,Ayah Tono,Ibu Tono,HIDUP,
penduduk-467,kk-91,32010143560467,Umi Sari,Bogor,1958-07-16,LAKI-LAKI,B,BUDDHA,KAWIN,KEPALA KELUARGA,S2,Perawat,,,HIDUP,
penduduk-468,kk-91,32010181700468,Eko Wijaya,Bogor,1988-11-05,LAKI-LAKI,B,BUDDHA,CERAI HIDUP,MENANTU,BELUM TAMAT SD,Tidak Bekerja,Ayah Eko,Ibu Eko,HIDUP,
penduduk-469,kk-91,32010151220469,Joko Sari,Bogor,2013-10-15,PEREMPUAN,O,HINDU,CERAI HIDUP,KEPALA KELUARGA,S2,Buruh,Ayah Joko,Ibu Joko,HIDUP,
penduduk-470,kk-91,32010198930470,Maya Purnomo,Bogor,2023-04-14,LAKI-LAKI,A,BUDDHA,CERAI HIDUP,ORANG TUA,SMA / SEDERAJAT,Pedagang,Ayah Maya,Ibu Maya,MATI,
penduduk-471,kk-91,32010101160471,Fitri Prasetyo,Bogor,1961-06-07,PEREMPUAN,O,KONGHUCU,CERAI MATI,MENANTU,BELUM TAMAT SD,PNS,Ayah Fitri,Ibu Fitri,PINDAH,
penduduk-472,kk-91,32010114320472,Rudi Kurniawan,Bogor,1979-11-04,PEREMPUAN,-,KATOLIK,CERAI MATI,KEPALA KELUARGA,SD / SEDERAJAT,Buruh,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-473,kk-92,32010184070473,Budi Sari,Bogor,2011-04-06,LAKI-LAKI,O,BUDDHA,KAWIN,KEPALA KELUARGA,D4 / S1,Perawat,,,HIDUP,
penduduk-474,kk-92,32010106180474,Fitri Santoso,Bogor,1956-03-07,PEREMPUAN,-,KRISTEN,KAWIN,KEPALA KELUARGA,S2,Perawat,Ayah Fitri,Ibu Fitri,HIDUP,
penduduk-475,kk-92,32010185420475,Umi Sari,Bogor,1978-03-22,PEREMPUAN,AB,KRISTEN,CERAI MATI,MERTUA,SMA / SEDERAJAT,Guru,Ayah Umi,Ibu Umi,MATI,
penduduk-476,kk-93,32010193300476,Eko Prasetyo,Bogor,1969-10-12,LAKI-LAKI,A,KONGHUCU,KAWIN,KEPALA KELUARGA,S2,Petani,,,PINDAH,
penduduk-477,kk-93,32010184900477,Indra Sari,Bogor,1984-06-21,LAKI-LAKI,-,HINDU,KAWIN,MERTUA,BELUM TAMAT SD,Pelajar/Mahasiswa,Ayah Indra,Ibu Indra,HIDUP,
penduduk-478,kk-93,32010175220478,Indra Prasetyo,Bogor,1948-02-01,LAKI-LAKI,O,KATOLIK,CERAI MATI,ISTRI,D1 / D2 / D3,Tidak Bekerja,Ayah Indra,Ibu Indra,HIDUP,
penduduk-479,kk-94,32010126050479,Fitri Sari,Bogor,2000-09-12,LAKI-LAKI,A,ISLAM,KAWIN,KEPALA KELUARGA,D1 / D2 / D3,Wiraswasta,,,MATI,
penduduk-480,kk-94,32010104320480,Dewi Saputra,Bogor,2018-11-16,PEREMPUAN,AB,ISLAM,CERAI HIDUP,SUAMI,SMA / SEDERAJAT,Pelajar/Mahasiswa,Ayah Dewi,Ibu Dewi,HIDUP,
penduduk-481,kk-94,32010131070481,Tono Wijaya,Bogor,2009-04-26,LAKI-LAKI,B,BUDDHA,KAWIN,ISTRI,TIDAK / BELUM SEKOLAH,Petani,Ayah Tono,Ibu Tono,HIDUP,
penduduk-482,kk-94,32010101930482,Gunawan Wulandari,Bogor,2024-08-19,PEREMPUAN,B,KONGHUCU,CERAI HIDUP,SUAMI,D4 / S1,PNS,Ayah Gunawan,Ibu Gunawan,HIDUP,
penduduk-483,kk-94,32010143380483,Rudi Wijaya,Bogor,1959-07-07,LAKI-LAKI,-,KATOLIK,CERAI HIDUP,KEPALA KELUARGA,S3,Pedagang,Ayah Rudi,Ibu Rudi,PINDAH,
penduduk-484,kk-94,32010105630484,Gunawan Hidayat,Bogor,1963-04-06,LAKI-LAKI,A,HINDU,CERAI HIDUP,SUAMI,SMA / SEDERAJAT,PNS,Ayah Gunawan,Ibu Gunawan,HIDUP,
penduduk-485,kk-95,32010105930485,Joko Lestari,Bogor,2018-08-01,LAKI-LAKI,A,HINDU,KAWIN,KEPALA KELUARGA,SD / SEDERAJAT,Guru,,,PINDAH,
penduduk-486,kk-95,32010102370486,Putri Indrawati,Bogor,1968-01-27,LAKI-LAKI,O,BUDDHA,CERAI MATI,MENANTU,D4 / S1,Pelajar/Mahasiswa,Ayah Putri,Ibu Putri,MATI,
penduduk-487,kk-95,32010180850487,Umi Purnomo,Bogor,2012-08-11,PEREMPUAN,-,KONGHUCU,KAWIN,MENANTU,D1 / D2 / D3,Pedagang,Ayah Umi,Ibu Umi,HIDUP,
penduduk-488,kk-96,32010130700488,Gunawan Sari,Bogor,2003-08-03,LAKI-LAKI,-,KATOLIK,KAWIN,KEPALA KELUARGA,SMA / SEDERAJAT,Guru,,,HIDUP,
penduduk-489,kk-96,32010183930489,Putri Wibowo,Bogor,1992-06-14,LAKI-LAKI,B,KRISTEN,CERAI HIDUP,MENANTU,SD / SEDERAJAT,PNS,Ayah Putri,Ibu Putri,MATI,
penduduk-490,kk-96,32010147630490,Fitri Hidayat,Bogor,1998-05-02,PEREMPUAN,O,BUDDHA,CERAI MATI,ORANG TUA,SD / SEDERAJAT,Buruh,Ayah Fitri,Ibu Fitri,HIDUP,
penduduk-491,kk-96,32010138320491,Hani Saputra,Bogor,1973-06-09,LAKI-LAKI,B,ISLAM,CERAI HIDUP,SUAMI,BELUM TAMAT SD,Karyawan Swasta,Ayah Hani,Ibu Hani,MATI,
penduduk-492,kk-96,32010164030492,Putri Wulandari,Bogor,2023-07-27,PEREMPUAN,-,KRISTEN,KAWIN,SUAMI,SD / SEDERAJAT,Perawat,Ayah Putri,Ibu Putri,HIDUP,
penduduk-493,kk-97,32010175190493,Kartika Indrawati,Bogor,1967-09-03,LAKI-LAKI,AB,KRISTEN,KAWIN,KEPALA KELUARGA,D1 / D2 / D3,Pelajar/Mahasiswa,,,HIDUP,
penduduk-494,kk-97,32010136530494,Maya Lestari,Bogor,1990-08-16,PEREMPUAN,A,KONGHUCU,CERAI MATI,MERTUA,S3,Dokter,Ayah Maya,Ibu Maya,HIDUP,
penduduk-495,kk-97,32010120550495,Maya Lestari,Bogor,1981-08-15,PEREMPUAN,AB,ISLAM,BELUM KAWIN,ORANG TUA,BELUM TAMAT SD,Karyawan Swasta,Ayah Maya,Ibu Maya,HIDUP,
penduduk-496,kk-97,32010136440496,Rudi Kurniawan,Bogor,1985-10-15,LAKI-LAKI,-,KATOLIK,KAWIN,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,Tidak Bekerja,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-497,kk-97,32010189210497,Eko Sari,Bogor,1994-03-17,LAKI-LAKI,A,KONGHUCU,KAWIN,MERTUA,D4 / S1,Guru,Ayah Eko,Ibu Eko,HIDUP,
